DIA,GRUPO ET√ÅRIO,CASOS_CONFIRMADOS,OBITOS
07 MAI 2020,80+,42.0,11.0
08 MAI 2020,0-9,10.0,0.0
08 MAI 2020,10-19,15.0,0.0
08 MAI 2020,20-29,77.0,0.0
08 MAI 2020,30-39,115.0,0.0
08 MAI 2020,40-49,105.0,0.0
08 MAI 2020,50-59,90.0,0.0
08 MAI 2020,60-69,63.0,0.0
08 MAI 2020,70-79,29.0,3.0
08 MAI 2020,80+,49.0,6.0
09 MAI 2020,0-9,1.0,0.0
09 MAI 2020,10-19,12.0,0.0
09 MAI 2020,20-29,12.0,0.0
09 MAI 2020,30-39,20.0,0.0
09 MAI 2020,40-49,16.0,1.0
09 MAI 2020,50-59,16.0,3.0
09 MAI 2020,60-69,20.0,2.0
09 MAI 2020,70-79,21.0,0.0
09 MAI 2020,80+,20.0,6.0
10 MAI 2020,0-9,3.0,0.0
10 MAI 2020,10-19,11.0,0.0
10 MAI 2020,20-29,33.0,0.0
10 MAI 2020,30-39,31.0,0.0
10 MAI 2020,40-49,26.0,0.0
10 MAI 2020,50-59,36.0,0.0
10 MAI 2020,60-69,17.0,0.0
10 MAI 2020,70-79,14.0,1.0
10 MAI 2020,80+,4.0,8.0
11 MAI 2020,0-9,5.0,0.0
11 MAI 2020,10-19,7.0,0.0
11 MAI 2020,20-29,19.0,0.0
11 MAI 2020,30-39,6.0,0.0
11 MAI 2020,40-49,9.0,0.0
11 MAI 2020,50-59,16.0,0.0
11 MAI 2020,60-69,8.0,2.0
11 MAI 2020,70-79,5.0,1.0
11 MAI 2020,80+,23.0,6.0
12 MAI 2020,0-9,5.0,0.0
12 MAI 2020,10-19,15.0,0.0
12 MAI 2020,20-29,38.0,0.0
12 MAI 2020,30-39,38.0,0.0
12 MAI 2020,40-49,44.0,1.0
12 MAI 2020,50-59,37.0,2.0
12 MAI 2020,60-69,17.0,2.0
12 MAI 2020,70-79,7.0,3.0
12 MAI 2020,80+,33.0,11.0
13 MAI 2020,0-9,6.0,0.0
13 MAI 2020,10-19,8.0,0.0
13 MAI 2020,20-29,39.0,0.0
13 MAI 2020,30-39,45.0,0.0
13 MAI 2020,40-49,35.0,0.0
13 MAI 2020,50-59,36.0,0.0
13 MAI 2020,60-69,8.0,3.0
13 MAI 2020,70-79,17.0,1.0
13 MAI 2020,80+,25.0,8.0
14 MAI 2020,0-9,7.0,0.0
14 MAI 2020,10-19,8.0,0.0
14 MAI 2020,20-29,39.0,0.0
14 MAI 2020,30-39,29.0,0.0
14 MAI 2020,40-49,30.0,1.0
14 MAI 2020,50-59,46.0,1.0
14 MAI 2020,60-69,8.0,0.0
14 MAI 2020,70-79,6.0,3.0
14 MAI 2020,80+,14.0,4.0
15 MAI 2020,0-9,8.0,0.0
15 MAI 2020,10-19,13.0,0.0
15 MAI 2020,20-29,59.0,0.0
15 MAI 2020,30-39,56.0,0.0
15 MAI 2020,40-49,38.0,0.0
15 MAI 2020,50-59,32.0,1.0
15 MAI 2020,60-69,20.0,1.0
15 MAI 2020,70-79,14.0,0.0
15 MAI 2020,80+,24.0,4.0
16 MAI 2020,0-9,13.0,0.0
16 MAI 2020,10-19,12.0,0.0
16 MAI 2020,20-29,42.0,0.0
16 MAI 2020,30-39,32.0,0.0
16 MAI 2020,40-49,32.0,0.0
16 MAI 2020,50-59,39.0,0.0
16 MAI 2020,60-69,25.0,2.0
16 MAI 2020,70-79,6.0,0.0
16 MAI 2020,80+,26.0,11.0
17 MAI 2020,0-9,6.0,0.0
17 MAI 2020,10-19,11.0,0.0
17 MAI 2020,20-29,40.0,0.0
17 MAI 2020,30-39,35.0,0.0
17 MAI 2020,40-49,48.0,0.0
17 MAI 2020,50-59,50.0,0.0
17 MAI 2020,60-69,14.0,3.0
17 MAI 2020,70-79,9.0,4.0
17 MAI 2020,80+,13.0,8.0
18 MAI 2020,0-9,10.0,0.0
18 MAI 2020,10-19,6.0,0.0
18 MAI 2020,20-29,36.0,0.0
18 MAI 2020,30-39,39.0,0.0
18 MAI 2020,40-49,31.0,0.0
18 MAI 2020,50-59,29.0,0.0
18 MAI 2020,60-69,16.0,1.0
18 MAI 2020,70-79,2.0,3.0
18 MAI 2020,80+,4.0,9.0
19 MAI 2020,0-9,3.0,0.0
19 MAI 2020,10-19,7.0,0.0
19 MAI 2020,20-29,39.0,0.0
19 MAI 2020,30-39,50.0,0.0
19 MAI 2020,40-49,53.0,0.0
19 MAI 2020,50-59,21.0,0.0
19 MAI 2020,60-69,21.0,1.0
19 MAI 2020,70-79,11.0,1.0
19 MAI 2020,80+,18.0,14.0
20 MAI 2020,0-9,6.0,0.0
20 MAI 2020,10-19,14.0,0.0
20 MAI 2020,20-29,41.0,0.0
20 MAI 2020,30-39,51.0,0.0
20 MAI 2020,40-49,45.0,0.0
20 MAI 2020,50-59,36.0,0.0
20 MAI 2020,60-69,24.0,1.0
20 MAI 2020,70-79,6.0,3.0
20 MAI 2020,80+,5.0,12.0
21 MAI 2020,0-9,10.0,0.0
21 MAI 2020,10-19,12.0,0.0
21 MAI 2020,20-29,45.0,0.0
21 MAI 2020,30-39,52.0,0.0
21 MAI 2020,40-49,54.0,0.0
21 MAI 2020,50-59,31.0,0.0
21 MAI 2020,60-69,28.0,0.0
21 MAI 2020,70-79,15.0,0.0
21 MAI 2020,80+,5.0,14.0
22 MAI 2020,0-9,8.0,0.0
22 MAI 2020,10-19,20.0,0.0
22 MAI 2020,20-29,54.0,0.0
22 MAI 2020,30-39,61.0,0.0
22 MAI 2020,40-49,47.0,2.0
22 MAI 2020,50-59,34.0,0.0
22 MAI 2020,60-69,24.0,3.0
22 MAI 2020,70-79,23.0,5.0
22 MAI 2020,80+,17.0,2.0
23 MAI 2020,0-9,12.0,0.0
23 MAI 2020,10-19,10.0,0.0
23 MAI 2020,20-29,70.0,0.0
23 MAI 2020,30-39,38.0,0.0
23 MAI 2020,40-49,41.0,0.0
23 MAI 2020,50-59,36.0,-1.0
23 MAI 2020,60-69,29.0,-1.0
23 MAI 2020,70-79,14.0,1.0
23 MAI 2020,80+,21.0,14.0
24 MAI 2020,0-9,12.0,0.0
24 MAI 2020,10-19,8.0,0.0
24 MAI 2020,20-29,31.0,0.0
24 MAI 2020,30-39,30.0,0.0
24 MAI 2020,40-49,14.0,0.0
24 MAI 2020,50-59,23.0,0.0
24 MAI 2020,60-69,21.0,0.0
24 MAI 2020,70-79,10.0,1.0
24 MAI 2020,80+,3.0,13.0
25 MAI 2020,0-9,6.0,0.0
25 MAI 2020,10-19,10.0,0.0
25 MAI 2020,20-29,50.0,0.0
25 MAI 2020,30-39,27.0,0.0
25 MAI 2020,40-49,24.0,0.0
25 MAI 2020,50-59,22.0,2.0
25 MAI 2020,60-69,12.0,3.0
25 MAI 2020,70-79,3.0,5.0
25 MAI 2020,80+,11.0,4.0
26 MAI 2020,0-9,13.0,0.0
26 MAI 2020,10-19,15.0,0.0
26 MAI 2020,20-29,44.0,0.0
26 MAI 2020,30-39,33.0,0.0
26 MAI 2020,40-49,27.0,0.0
26 MAI 2020,50-59,17.0,0.0
26 MAI 2020,60-69,31.0,2.0
26 MAI 2020,70-79,13.0,3.0
26 MAI 2020,80+,26.0,7.0
27 MAI 2020,0-9,9.0,0.0
27 MAI 2020,10-19,19.0,0.0
27 MAI 2020,20-29,48.0,0.0
27 MAI 2020,30-39,74.0,0.0
27 MAI 2020,40-49,53.0,0.0
27 MAI 2020,50-59,50.0,1.0
27 MAI 2020,60-69,23.0,1.0
27 MAI 2020,70-79,6.0,4.0
27 MAI 2020,80+,3.0,8.0
28 MAI 2020,0-9,19.0,0.0
28 MAI 2020,10-19,15.0,0.0
28 MAI 2020,20-29,65.0,0.0
28 MAI 2020,30-39,57.0,1.0
28 MAI 2020,40-49,50.0,0.0
28 MAI 2020,50-59,41.0,0.0
28 MAI 2020,60-69,21.0,1.0
28 MAI 2020,70-79,17.0,4.0
28 MAI 2020,80+,19.0,7.0
29 MAI 2020,0-9,20.0,0.0
29 MAI 2020,10-19,13.0,0.0
29 MAI 2020,20-29,64.0,0.0
29 MAI 2020,30-39,62.0,0.0
29 MAI 2020,40-49,53.0,0.0
29 MAI 2020,50-59,34.0,1.0
29 MAI 2020,60-69,23.0,2.0
29 MAI 2020,70-79,37.0,1.0
29 MAI 2020,80+,44.0,10.0
30 MAI 2020,0-9,8.0,0.0
30 MAI 2020,10-19,16.0,0.0
30 MAI 2020,20-29,56.0,0.0
30 MAI 2020,30-39,59.0,0.0
30 MAI 2020,40-49,42.0,0.0
30 MAI 2020,50-59,36.0,2.0
30 MAI 2020,60-69,17.0,1.0
30 MAI 2020,70-79,17.0,3.0
30 MAI 2020,80+,6.0,7.0
31 MAI 2020,0-9,19.0,0.0
31 MAI 2020,10-19,17.0,0.0
31 MAI 2020,20-29,62.0,1.0
31 MAI 2020,30-39,61.0,0.0
31 MAI 2020,40-49,49.0,0.0
31 MAI 2020,50-59,42.0,0.0
31 MAI 2020,60-69,22.0,0.0
31 MAI 2020,70-79,9.0,1.0
31 MAI 2020,80+,16.0,12.0
01 JUN 2020,0-9,18.0,0.0
01 JUN 2020,10-19,10.0,0.0
01 JUN 2020,20-29,48.0,0.0
01 JUN 2020,30-39,35.0,0.0
01 JUN 2020,40-49,20.0,1.0
01 JUN 2020,50-59,22.0,0.0
01 JUN 2020,60-69,23.0,1.0
01 JUN 2020,70-79,10.0,2.0
01 JUN 2020,80+,14.0,10.0
02 JUN 2020,0-9,14.0,0.0
02 JUN 2020,10-19,10.0,0.0
02 JUN 2020,20-29,33.0,0.0
02 JUN 2020,30-39,41.0,0.0
02 JUN 2020,40-49,33.0,1.0
02 JUN 2020,50-59,22.0,1.0
02 JUN 2020,60-69,10.0,1.0
02 JUN 2020,70-79,13.0,1.0
02 JUN 2020,80+,13.0,8.0
03 JUN 2020,0-9,19.0,0.0
03 JUN 2020,10-19,22.0,0.0
03 JUN 2020,20-29,74.0,0.0
03 JUN 2020,30-39,57.0,0.0
03 JUN 2020,40-49,64.0,0.0
03 JUN 2020,50-59,46.0,0.0
03 JUN 2020,60-69,21.0,1.0
03 JUN 2020,70-79,26.0,1.0
03 JUN 2020,80+,43.0,9.0
04 JUN 2020,0-9,14.0,0.0
04 JUN 2020,10-19,11.0,0.0
04 JUN 2020,20-29,79.0,0.0
04 JUN 2020,30-39,79.0,0.0
04 JUN 2020,40-49,62.0,0.0
04 JUN 2020,50-59,54.0,0.0
04 JUN 2020,60-69,23.0,1.0
04 JUN 2020,70-79,5.0,1.0
04 JUN 2020,80+,4.0,6.0
05 JUN 2020,0-9,17.0,0.0
05 JUN 2020,10-19,19.0,0.0
05 JUN 2020,20-29,80.0,0.0
05 JUN 2020,30-39,96.0,0.0
05 JUN 2020,40-49,55.0,0.0
05 JUN 2020,50-59,55.0,0.0
05 JUN 2020,60-69,35.0,1.0
05 JUN 2020,70-79,13.0,1.0
05 JUN 2020,80+,7.0,8.0
06 JUN 2020,0-9,17.0,0.0
06 JUN 2020,10-19,21.0,0.0
06 JUN 2020,20-29,82.0,0.0
06 JUN 2020,30-39,83.0,0.0
06 JUN 2020,40-49,83.0,0.0
06 JUN 2020,50-59,46.0,0.0
06 JUN 2020,60-69,15.0,0.0
06 JUN 2020,70-79,22.0,2.0
06 JUN 2020,80+,13.0,7.0
07 JUN 2020,0-9,19.0,0.0
07 JUN 2020,10-19,16.0,0.0
07 JUN 2020,20-29,57.0,0.0
07 JUN 2020,30-39,52.0,0.0
07 JUN 2020,40-49,61.0,0.0
07 JUN 2020,50-59,46.0,1.0
07 JUN 2020,60-69,34.0,0.0
07 JUN 2020,70-79,12.0,0.0
07 JUN 2020,80+,12.0,4.0
08 JUN 2020,0-9,17.0,0.0
08 JUN 2020,10-19,18.0,0.0
08 JUN 2020,20-29,41.0,0.0
08 JUN 2020,30-39,19.0,0.0
08 JUN 2020,40-49,23.0,0.0
08 JUN 2020,50-59,31.0,0.0
08 JUN 2020,60-69,22.0,1.0
08 JUN 2020,70-79,7.0,1.0
08 JUN 2020,80+,14.0,4.0
09 JUN 2020,0-9,19.0,0.0
09 JUN 2020,10-19,9.0,0.0
09 JUN 2020,20-29,84.0,0.0
09 JUN 2020,30-39,79.0,0.0
09 JUN 2020,40-49,69.0,0.0
09 JUN 2020,50-59,66.0,1.0
09 JUN 2020,60-69,42.0,0.0
09 JUN 2020,70-79,16.0,1.0
09 JUN 2020,80+,34.0,5.0
10 JUN 2020,0-9,23.0,0.0
10 JUN 2020,10-19,28.0,0.0
10 JUN 2020,20-29,53.0,0.0
10 JUN 2020,30-39,54.0,0.0
10 JUN 2020,40-49,53.0,0.0
10 JUN 2020,50-59,42.0,0.0
10 JUN 2020,60-69,31.0,0.0
10 JUN 2020,70-79,10.0,1.0
10 JUN 2020,80+,11.0,4.0
11 JUN 2020,0-9,23.0,0.0
11 JUN 2020,10-19,25.0,0.0
11 JUN 2020,20-29,41.0,0.0
11 JUN 2020,30-39,100.0,0.0
11 JUN 2020,40-49,36.0,0.0
11 JUN 2020,50-59,43.0,0.0
11 JUN 2020,60-69,29.0,2.0
11 JUN 2020,70-79,5.0,2.0
11 JUN 2020,80+,7.0,3.0
12 JUN 2020,0-9,24.0,0.0
12 JUN 2020,10-19,27.0,0.0
12 JUN 2020,20-29,62.0,0.0
12 JUN 2020,30-39,44.0,0.0
12 JUN 2020,40-49,40.0,0.0
12 JUN 2020,50-59,35.0,0.0
12 JUN 2020,60-69,22.0,0.0
12 JUN 2020,70-79,12.0,1.0
12 JUN 2020,80+,5.0,0.0
13 JUN 2020,0-9,4.0,0.0
13 JUN 2020,10-19,10.0,0.0
13 JUN 2020,20-29,58.0,0.0
13 JUN 2020,30-39,42.0,0.0
13 JUN 2020,40-49,62.0,0.0
13 JUN 2020,50-59,39.0,1.0
13 JUN 2020,60-69,27.0,2.0
13 JUN 2020,70-79,15.0,2.0
13 JUN 2020,80+,26.0,2.0
14 JUN 2020,0-9,16.0,0.0
14 JUN 2020,10-19,14.0,0.0
14 JUN 2020,20-29,46.0,0.0
14 JUN 2020,30-39,48.0,0.0
14 JUN 2020,40-49,38.0,0.0
14 JUN 2020,50-59,35.0,0.0
14 JUN 2020,60-69,11.0,1.0
14 JUN 2020,70-79,13.0,1.0
14 JUN 2020,80+,1.0,3.0
15 JUN 2020,0-9,11.0,0.0
15 JUN 2020,10-19,15.0,0.0
15 JUN 2020,20-29,80.0,0.0
15 JUN 2020,30-39,57.0,0.0
15 JUN 2020,40-49,56.0,0.0
15 JUN 2020,50-59,48.0,0.0
15 JUN 2020,60-69,24.0,0.0
15 JUN 2020,70-79,17.0,1.0
15 JUN 2020,80+,43.0,2.0
16 JUN 2020,0-9,10.0,0.0
16 JUN 2020,10-19,15.0,0.0
16 JUN 2020,20-29,46.0,0.0
16 JUN 2020,30-39,50.0,0.0
16 JUN 2020,40-49,70.0,0.0
16 JUN 2020,50-59,39.0,0.0
16 JUN 2020,60-69,31.0,1.0
16 JUN 2020,70-79,12.0,1.0
16 JUN 2020,80+,27.0,0.0
17 JUN 2020,0-9,10.0,0.0
17 JUN 2020,10-19,17.0,0.0
17 JUN 2020,20-29,62.0,0.0
17 JUN 2020,30-39,57.0,0.0
17 JUN 2020,40-49,66.0,0.0
17 JUN 2020,50-59,65.0,0.0
17 JUN 2020,60-69,29.0,0.0
17 JUN 2020,70-79,12.0,0.0
17 JUN 2020,80+,18.0,1.0
18 JUN 2020,0-9,21.0,0.0
18 JUN 2020,10-19,31.0,0.0
18 JUN 2020,20-29,103.0,0.0
18 JUN 2020,30-39,68.0,0.0
18 JUN 2020,40-49,56.0,0.0
18 JUN 2020,50-59,48.0,0.0
18 JUN 2020,60-69,31.0,0.0
18 JUN 2020,70-79,28.0,0.0
18 JUN 2020,80+,29.0,1.0
19 JUN 2020,0-9,24.0,0.0
19 JUN 2020,10-19,36.0,0.0
19 JUN 2020,20-29,85.0,0.0
19 JUN 2020,30-39,66.0,0.0
19 JUN 2020,40-49,42.0,0.0
19 JUN 2020,50-59,50.0,0.0
19 JUN 2020,60-69,43.0,1.0
19 JUN 2020,70-79,8.0,0.0
19 JUN 2020,80+,20.0,1.0
20 JUN 2020,0-9,27.0,0.0
20 JUN 2020,10-19,30.0,0.0
20 JUN 2020,20-29,69.0,0.0
20 JUN 2020,30-39,68.0,0.0
20 JUN 2020,40-49,61.0,0.0
20 JUN 2020,50-59,42.0,0.0
20 JUN 2020,60-69,18.0,0.0
20 JUN 2020,70-79,7.0,1.0
20 JUN 2020,80+,55.0,1.0
21 JUN 2020,0-9,24.0,0.0
21 JUN 2020,10-19,22.0,0.0
21 JUN 2020,20-29,49.0,0.0
21 JUN 2020,30-39,53.0,0.0
21 JUN 2020,40-49,55.0,0.0
21 JUN 2020,50-59,42.0,0.0
21 JUN 2020,60-69,18.0,0.0
21 JUN 2020,70-79,11.0,2.0
21 JUN 2020,80+,16.0,0.0
22 JUN 2020,0-9,8.0,0.0
22 JUN 2020,10-19,18.0,0.0
22 JUN 2020,20-29,29.0,0.0
22 JUN 2020,30-39,34.0,0.0
22 JUN 2020,40-49,33.0,0.0
22 JUN 2020,50-59,18.0,0.0
22 JUN 2020,60-69,34.0,0.0
22 JUN 2020,70-79,21.0,0.0
22 JUN 2020,80+,63.0,4.0
23 JUN 2020,0-9,17.0,0.0
23 JUN 2020,10-19,28.0,0.0
23 JUN 2020,20-29,67.0,0.0
23 JUN 2020,30-39,69.0,0.0
23 JUN 2020,40-49,62.0,0.0
23 JUN 2020,50-59,46.0,0.0
23 JUN 2020,60-69,26.0,2.0
23 JUN 2020,70-79,12.0,2.0
23 JUN 2020,80+,21.0,2.0
24 JUN 2020,0-9,21.0,0.0
24 JUN 2020,10-19,19.0,0.0
24 JUN 2020,20-29,66.0,0.0
24 JUN 2020,30-39,60.0,1.0
24 JUN 2020,40-49,61.0,1.0
24 JUN 2020,50-59,44.0,0.0
24 JUN 2020,60-69,34.0,1.0
24 JUN 2020,70-79,32.0,0.0
24 JUN 2020,80+,28.0,0.0
25 JUN 2020,0-9,26.0,0.0
25 JUN 2020,10-19,29.0,0.0
25 JUN 2020,20-29,55.0,0.0
25 JUN 2020,30-39,61.0,0.0
25 JUN 2020,40-49,49.0,0.0
25 JUN 2020,50-59,34.0,0.0
25 JUN 2020,60-69,16.0,1.0
25 JUN 2020,70-79,13.0,1.0
25 JUN 2020,80+,29.0,4.0
26 JUN 2020,0-9,30.0,0.0
26 JUN 2020,10-19,37.0,0.0
26 JUN 2020,20-29,66.0,0.0
26 JUN 2020,30-39,91.0,0.0
26 JUN 2020,40-49,52.0,0.0
26 JUN 2020,50-59,48.0,0.0
26 JUN 2020,60-69,40.0,1.0
26 JUN 2020,70-79,28.0,0.0
26 JUN 2020,80+,59.0,5.0
27 JUN 2020,0-9,28.0,0.0
27 JUN 2020,10-19,17.0,0.0
27 JUN 2020,20-29,60.0,0.0
27 JUN 2020,30-39,60.0,0.0
27 JUN 2020,40-49,48.0,0.0
27 JUN 2020,50-59,40.0,1.0
27 JUN 2020,60-69,34.0,0.0
27 JUN 2020,70-79,15.0,1.0
27 JUN 2020,80+,21.0,4.0
28 JUN 2020,0-9,28.0,0.0
28 JUN 2020,10-19,38.0,0.0
28 JUN 2020,20-29,81.0,0.0
28 JUN 2020,30-39,85.0,0.0
28 JUN 2020,40-49,63.0,0.0
28 JUN 2020,50-59,53.0,0.0
28 JUN 2020,60-69,30.0,0.0
28 JUN 2020,70-79,16.0,1.0
28 JUN 2020,80+,64.0,2.0
29 JUN 2020,0-9,15.0,0.0
29 JUN 2020,10-19,21.0,0.0
29 JUN 2020,20-29,50.0,0.0
29 JUN 2020,30-39,51.0,0.0
29 JUN 2020,40-49,50.0,0.0
29 JUN 2020,50-59,26.0,0.0
29 JUN 2020,60-69,15.0,0.0
29 JUN 2020,70-79,13.0,1.0
29 JUN 2020,80+,25.0,3.0
30 JUN 2020,0-9,16.0,0.0
30 JUN 2020,10-19,15.0,0.0
30 JUN 2020,20-29,52.0,0.0
30 JUN 2020,30-39,49.0,0.0
30 JUN 2020,40-49,33.0,0.0
30 JUN 2020,50-59,32.0,0.0
30 JUN 2020,60-69,28.0,1.0
30 JUN 2020,70-79,17.0,2.0
30 JUN 2020,80+,16.0,5.0
01 JUL 2020,0-9,14.0,0.0
01 JUL 2020,10-19,19.0,0.0
01 JUL 2020,20-29,76.0,0.0
01 JUL 2020,30-39,78.0,0.0
01 JUL 2020,40-49,47.0,0.0
01 JUL 2020,50-59,39.0,0.0
01 JUL 2020,60-69,39.0,0.0
01 JUL 2020,70-79,17.0,0.0
01 JUL 2020,80+,18.0,3.0
02 JUL 2020,0-9,24.0,0.0
02 JUL 2020,10-19,29.0,0.0
02 JUL 2020,20-29,68.0,0.0
02 JUL 2020,30-39,78.0,0.0
02 JUL 2020,40-49,56.0,1.0
02 JUL 2020,50-59,41.0,1.0
02 JUL 2020,60-69,35.0,0.0
02 JUL 2020,70-79,24.0,2.0
02 JUL 2020,80+,23.0,4.0
03 JUL 2020,0-9,27.0,0.0
03 JUL 2020,10-19,27.0,0.0
03 JUL 2020,20-29,76.0,0.0
03 JUL 2020,30-39,74.0,0.0
03 JUL 2020,40-49,79.0,0.0
03 JUL 2020,50-59,47.0,1.0
03 JUL 2020,60-69,48.0,1.0
03 JUL 2020,70-79,22.0,3.0
03 JUL 2020,80+,55.0,6.0
04 JUL 2020,0-9,26.0,0.0
04 JUL 2020,10-19,36.0,0.0
04 JUL 2020,20-29,83.0,0.0
04 JUL 2020,30-39,60.0,0.0
04 JUL 2020,40-49,64.0,1.0
04 JUL 2020,50-59,52.0,0.0
04 JUL 2020,60-69,36.0,1.0
04 JUL 2020,70-79,25.0,0.0
04 JUL 2020,80+,30.0,5.0
05 JUL 2020,0-9,40.0,0.0
05 JUL 2020,10-19,21.0,0.0
05 JUL 2020,20-29,62.0,0.0
05 JUL 2020,30-39,66.0,0.0
05 JUL 2020,40-49,42.0,0.0
05 JUL 2020,50-59,30.0,0.0
05 JUL 2020,60-69,25.0,0.0
05 JUL 2020,70-79,13.0,1.0
05 JUL 2020,80+,28.0,8.0
06 JUL 2020,0-9,12.0,0.0
06 JUL 2020,10-19,15.0,0.0
06 JUL 2020,20-29,52.0,0.0
06 JUL 2020,30-39,29.0,0.0
06 JUL 2020,40-49,34.0,0.0
06 JUL 2020,50-59,34.0,1.0
06 JUL 2020,60-69,21.0,2.0
06 JUL 2020,70-79,17.0,0.0
06 JUL 2020,80+,17.0,3.0
07 JUL 2020,0-9,19.0,0.0
07 JUL 2020,10-19,16.0,0.0
07 JUL 2020,20-29,51.0,0.0
07 JUL 2020,30-39,52.0,0.0
07 JUL 2020,40-49,51.0,0.0
07 JUL 2020,50-59,33.0,0.0
07 JUL 2020,60-69,25.0,0.0
07 JUL 2020,70-79,17.0,4.0
07 JUL 2020,80+,23.0,5.0
08 JUL 2020,0-9,23.0,0.0
08 JUL 2020,10-19,20.0,0.0
08 JUL 2020,20-29,92.0,0.0
08 JUL 2020,30-39,94.0,0.0
08 JUL 2020,40-49,55.0,0.0
08 JUL 2020,50-59,68.0,1.0
08 JUL 2020,60-69,30.0,0.0
08 JUL 2020,70-79,27.0,1.0
08 JUL 2020,80+,34.0,0.0
09 JUL 2020,0-9,17.0,0.0
09 JUL 2020,10-19,32.0,0.0
09 JUL 2020,20-29,75.0,0.0
09 JUL 2020,30-39,72.0,0.0
09 JUL 2020,40-49,66.0,0.0
09 JUL 2020,50-59,59.0,1.0
09 JUL 2020,60-69,39.0,0.0
09 JUL 2020,70-79,36.0,0.0
09 JUL 2020,80+,22.0,12.0
10 JUL 2020,0-9,20.0,0.0
10 JUL 2020,10-19,37.0,0.0
10 JUL 2020,20-29,88.0,0.0
10 JUL 2020,30-39,79.0,0.0
10 JUL 2020,40-49,59.0,0.0
10 JUL 2020,50-59,56.0,0.0
10 JUL 2020,60-69,31.0,0.0
10 JUL 2020,70-79,16.0,0.0
10 JUL 2020,80+,16.0,2.0
11 JUL 2020,0-9,23.0,0.0
11 JUL 2020,10-19,28.0,0.0
11 JUL 2020,20-29,60.0,0.0
11 JUL 2020,30-39,70.0,0.0
11 JUL 2020,40-49,56.0,0.0
11 JUL 2020,50-59,45.0,0.0
11 JUL 2020,60-69,19.0,1.0
11 JUL 2020,70-79,17.0,3.0
11 JUL 2020,80+,23.0,4.0
12 JUL 2020,0-9,21.0,0.0
12 JUL 2020,10-19,21.0,0.0
12 JUL 2020,20-29,40.0,0.0
12 JUL 2020,30-39,53.0,0.0
12 JUL 2020,40-49,47.0,0.0
12 JUL 2020,50-59,29.0,0.0
12 JUL 2020,60-69,37.0,1.0
12 JUL 2020,70-79,17.0,2.0
12 JUL 2020,80+,16.0,3.0
13 JUL 2020,0-9,25.0,0.0
13 JUL 2020,10-19,16.0,0.0
13 JUL 2020,20-29,63.0,0.0
13 JUL 2020,30-39,56.0,1.0
13 JUL 2020,40-49,41.0,0.0
13 JUL 2020,50-59,43.0,0.0
13 JUL 2020,60-69,32.0,0.0
13 JUL 2020,70-79,16.0,1.0
13 JUL 2020,80+,14.0,0.0
14 JUL 2020,0-9,10.0,0.0
14 JUL 2020,10-19,11.0,0.0
14 JUL 2020,20-29,57.0,0.0
14 JUL 2020,30-39,36.0,0.0
14 JUL 2020,40-49,46.0,0.0
14 JUL 2020,50-59,30.0,0.0
14 JUL 2020,60-69,23.0,0.0
