DIA,GRUPO ET√ÅRIO,CASOS_CONFIRMADOS,OBITOS
25 NOV 2020,60-69,563.0,7.0
25 NOV 2020,70-79,349.0,18.0
25 NOV 2020,80+,384.0,43.0
26 NOV 2020,0-9,420.0,0.0
26 NOV 2020,10-19,324.0,0.0
26 NOV 2020,20-29,900.0,0.0
26 NOV 2020,30-39,908.0,0.0
26 NOV 2020,40-49,1066.0,2.0
26 NOV 2020,50-59,903.0,1.0
26 NOV 2020,60-69,662.0,4.0
26 NOV 2020,70-79,370.0,25.0
26 NOV 2020,80+,407.0,50.0
27 NOV 2020,0-9,322.0,0.0
27 NOV 2020,10-19,579.0,0.0
27 NOV 2020,20-29,756.0,0.0
27 NOV 2020,30-39,756.0,0.0
27 NOV 2020,40-49,910.0,0.0
27 NOV 2020,50-59,723.0,2.0
27 NOV 2020,60-69,529.0,4.0
27 NOV 2020,70-79,345.0,15.0
27 NOV 2020,80+,393.0,46.0
28 NOV 2020,0-9,315.0,0.0
28 NOV 2020,10-19,494.0,0.0
28 NOV 2020,20-29,650.0,0.0
28 NOV 2020,30-39,664.0,0.0
28 NOV 2020,40-49,766.0,2.0
28 NOV 2020,50-59,776.0,3.0
28 NOV 2020,60-69,489.0,10.0
28 NOV 2020,70-79,280.0,24.0
28 NOV 2020,80+,474.0,48.0
29 NOV 2020,0-9,286.0,0.0
29 NOV 2020,10-19,430.0,0.0
29 NOV 2020,20-29,568.0,0.0
29 NOV 2020,30-39,570.0,0.0
29 NOV 2020,40-49,644.0,1.0
29 NOV 2020,50-59,586.0,3.0
29 NOV 2020,60-69,403.0,5.0
29 NOV 2020,70-79,288.0,11.0
29 NOV 2020,80+,291.0,44.0
30 NOV 2020,0-9,216.0,0.0
30 NOV 2020,10-19,338.0,0.0
30 NOV 2020,20-29,419.0,0.0
30 NOV 2020,30-39,402.0,1.0
30 NOV 2020,40-49,524.0,0.0
30 NOV 2020,50-59,439.0,3.0
30 NOV 2020,60-69,324.0,9.0
30 NOV 2020,70-79,239.0,19.0
30 NOV 2020,80+,320.0,46.0
01 DEZ 2020,0-9,119.0,0.0
01 DEZ 2020,10-19,244.0,0.0
01 DEZ 2020,20-29,273.0,1.0
01 DEZ 2020,30-39,317.0,1.0
01 DEZ 2020,40-49,386.0,1.0
01 DEZ 2020,50-59,361.0,1.0
01 DEZ 2020,60-69,268.0,5.0
01 DEZ 2020,70-79,177.0,15.0
01 DEZ 2020,80+,234.0,48.0
02 DEZ 2020,0-9,228.0,0.0
02 DEZ 2020,10-19,344.0,0.0
02 DEZ 2020,20-29,464.0,0.0
02 DEZ 2020,30-39,473.0,0.0
02 DEZ 2020,40-49,623.0,2.0
02 DEZ 2020,50-59,482.0,0.0
02 DEZ 2020,60-69,302.0,4.0
02 DEZ 2020,70-79,191.0,18.0
02 DEZ 2020,80+,255.0,44.0
03 DEZ 2020,0-9,206.0,0.0
03 DEZ 2020,10-19,332.0,0.0
03 DEZ 2020,20-29,499.0,0.0
03 DEZ 2020,30-39,506.0,0.0
03 DEZ 2020,40-49,619.0,0.0
03 DEZ 2020,50-59,558.0,3.0
03 DEZ 2020,60-69,285.0,7.0
03 DEZ 2020,70-79,284.0,17.0
03 DEZ 2020,80+,360.0,52.0
04 DEZ 2020,0-9,300.0,0.0
04 DEZ 2020,10-19,509.0,0.0
04 DEZ 2020,20-29,641.0,0.0
04 DEZ 2020,30-39,713.0,0.0
04 DEZ 2020,40-49,869.0,0.0
04 DEZ 2020,50-59,704.0,1.0
04 DEZ 2020,60-69,545.0,4.0
04 DEZ 2020,70-79,311.0,15.0
04 DEZ 2020,80+,392.0,59.0
05 DEZ 2020,0-9,311.0,0.0
05 DEZ 2020,10-19,565.0,0.0
05 DEZ 2020,20-29,845.0,0.0
05 DEZ 2020,30-39,788.0,0.0
05 DEZ 2020,40-49,830.0,0.0
05 DEZ 2020,50-59,713.0,0.0
05 DEZ 2020,60-69,484.0,15.0
05 DEZ 2020,70-79,318.0,19.0
05 DEZ 2020,80+,418.0,39.0
06 DEZ 2020,0-9,275.0,0.0
06 DEZ 2020,10-19,374.0,0.0
06 DEZ 2020,20-29,445.0,0.0
06 DEZ 2020,30-39,479.0,0.0
06 DEZ 2020,40-49,645.0,1.0
06 DEZ 2020,50-59,517.0,3.0
06 DEZ 2020,60-69,355.0,6.0
06 DEZ 2020,70-79,273.0,14.0
06 DEZ 2020,80+,429.0,63.0
07 DEZ 2020,0-9,155.0,0.0
07 DEZ 2020,10-19,222.0,0.0
07 DEZ 2020,20-29,322.0,0.0
07 DEZ 2020,30-39,335.0,1.0
07 DEZ 2020,40-49,437.0,0.0
07 DEZ 2020,50-59,345.0,2.0
07 DEZ 2020,60-69,249.0,6.0
07 DEZ 2020,70-79,214.0,12.0
07 DEZ 2020,80+,300.0,57.0
08 DEZ 2020,0-9,148.0,0.0
08 DEZ 2020,10-19,214.0,0.0
08 DEZ 2020,20-29,405.0,0.0
08 DEZ 2020,30-39,379.0,0.0
08 DEZ 2020,40-49,404.0,0.0
08 DEZ 2020,50-59,443.0,1.0
08 DEZ 2020,60-69,312.0,10.0
08 DEZ 2020,70-79,205.0,13.0
08 DEZ 2020,80+,362.0,57.0
09 DEZ 2020,0-9,244.0,0.0
09 DEZ 2020,10-19,394.0,0.0
09 DEZ 2020,20-29,521.0,0.0
09 DEZ 2020,30-39,587.0,0.0
09 DEZ 2020,40-49,637.0,0.0
09 DEZ 2020,50-59,600.0,0.0
09 DEZ 2020,60-69,395.0,6.0
09 DEZ 2020,70-79,288.0,14.0
09 DEZ 2020,80+,412.0,50.0
10 DEZ 2020,0-9,476.0,0.0
10 DEZ 2020,10-19,602.0,0.0
10 DEZ 2020,20-29,2009.0,0.0
10 DEZ 2020,30-39,1482.0,0.0
10 DEZ 2020,40-49,1448.0,0.0
10 DEZ 2020,50-59,1118.0,2.0
10 DEZ 2020,60-69,754.0,4.0
10 DEZ 2020,70-79,491.0,17.0
10 DEZ 2020,80+,825.0,63.0
11 DEZ 2020,0-9,277.0,0.0
11 DEZ 2020,10-19,513.0,0.0
11 DEZ 2020,20-29,712.0,0.0
11 DEZ 2020,30-39,703.0,0.0
11 DEZ 2020,40-49,813.0,0.0
11 DEZ 2020,50-59,728.0,0.0
11 DEZ 2020,60-69,511.0,6.0
11 DEZ 2020,70-79,348.0,19.0
11 DEZ 2020,80+,474.0,70.0
12 DEZ 2020,0-9,240.0,0.0
12 DEZ 2020,10-19,426.0,1.0
12 DEZ 2020,20-29,680.0,0.0
12 DEZ 2020,30-39,654.0,0.0
12 DEZ 2020,40-49,678.0,0.0
12 DEZ 2020,50-59,648.0,3.0
12 DEZ 2020,60-69,413.0,6.0
12 DEZ 2020,70-79,273.0,21.0
12 DEZ 2020,80+,402.0,57.0
13 DEZ 2020,0-9,217.0,0.0
13 DEZ 2020,10-19,441.0,0.0
13 DEZ 2020,20-29,590.0,0.0
13 DEZ 2020,30-39,564.0,2.0
13 DEZ 2020,40-49,615.0,0.0
13 DEZ 2020,50-59,592.0,0.0
13 DEZ 2020,60-69,392.0,4.0
13 DEZ 2020,70-79,310.0,17.0
13 DEZ 2020,80+,323.0,75.0
14 DEZ 2020,0-9,122.0,0.0
14 DEZ 2020,10-19,208.0,0.0
14 DEZ 2020,20-29,282.0,0.0
14 DEZ 2020,30-39,323.0,1.0
14 DEZ 2020,40-49,318.0,3.0
14 DEZ 2020,50-59,316.0,1.0
14 DEZ 2020,60-69,217.0,6.0
14 DEZ 2020,70-79,160.0,16.0
14 DEZ 2020,80+,248.0,63.0
15 DEZ 2020,0-9,138.0,0.0
15 DEZ 2020,10-19,186.0,0.0
15 DEZ 2020,20-29,414.0,0.0
15 DEZ 2020,30-39,374.0,0.0
15 DEZ 2020,40-49,409.0,0.0
15 DEZ 2020,50-59,384.0,1.0
15 DEZ 2020,60-69,281.0,6.0
15 DEZ 2020,70-79,184.0,20.0
15 DEZ 2020,80+,271.0,57.0
16 DEZ 2020,0-9,272.0,0.0
16 DEZ 2020,10-19,443.0,0.0
16 DEZ 2020,20-29,696.0,0.0
16 DEZ 2020,30-39,607.0,0.0
16 DEZ 2020,40-49,781.0,3.0
16 DEZ 2020,50-59,680.0,4.0
16 DEZ 2020,60-69,514.0,6.0
16 DEZ 2020,70-79,356.0,18.0
16 DEZ 2020,80+,371.0,51.0
17 DEZ 2020,0-9,244.0,0.0
17 DEZ 2020,10-19,409.0,0.0
17 DEZ 2020,20-29,623.0,0.0
17 DEZ 2020,30-39,567.0,0.0
17 DEZ 2020,40-49,667.0,1.0
17 DEZ 2020,50-59,618.0,1.0
17 DEZ 2020,60-69,448.0,6.0
17 DEZ 2020,70-79,296.0,13.0
17 DEZ 2020,80+,446.0,66.0
18 DEZ 2020,0-9,268.0,0.0
18 DEZ 2020,10-19,408.0,1.0
18 DEZ 2020,20-29,576.0,0.0
18 DEZ 2020,30-39,574.0,0.0
18 DEZ 2020,40-49,619.0,1.0
18 DEZ 2020,50-59,672.0,1.0
18 DEZ 2020,60-69,484.0,6.0
18 DEZ 2020,70-79,326.0,19.0
18 DEZ 2020,80+,409.0,47.0
19 DEZ 2020,0-9,236.0,0.0
19 DEZ 2020,10-19,349.0,0.0
19 DEZ 2020,20-29,523.0,0.0
19 DEZ 2020,30-39,557.0,0.0
19 DEZ 2020,40-49,571.0,1.0
19 DEZ 2020,50-59,565.0,1.0
19 DEZ 2020,60-69,377.0,12.0
19 DEZ 2020,70-79,275.0,17.0
19 DEZ 2020,80+,378.0,55.0
20 DEZ 2020,0-9,215.0,0.0
20 DEZ 2020,10-19,303.0,0.0
20 DEZ 2020,20-29,434.0,0.0
20 DEZ 2020,30-39,464.0,0.0
20 DEZ 2020,40-49,544.0,0.0
20 DEZ 2020,50-59,491.0,0.0
20 DEZ 2020,60-69,333.0,6.0
20 DEZ 2020,70-79,216.0,16.0
20 DEZ 2020,80+,334.0,49.0
21 DEZ 2020,0-9,110.0,0.0
21 DEZ 2020,10-19,201.0,0.0
21 DEZ 2020,20-29,279.0,0.0
21 DEZ 2020,30-39,287.0,0.0
21 DEZ 2020,40-49,324.0,0.0
21 DEZ 2020,50-59,305.0,2.0
21 DEZ 2020,60-69,229.0,1.0
21 DEZ 2020,70-79,154.0,9.0
21 DEZ 2020,80+,209.0,45.0
22 DEZ 2020,0-9,110.0,0.0
22 DEZ 2020,10-19,196.0,0.0
22 DEZ 2020,20-29,326.0,0.0
22 DEZ 2020,30-39,340.0,0.0
22 DEZ 2020,40-49,415.0,2.0
22 DEZ 2020,50-59,375.0,2.0
22 DEZ 2020,60-69,287.0,2.0
22 DEZ 2020,70-79,160.0,13.0
22 DEZ 2020,80+,227.0,44.0
23 DEZ 2020,0-9,255.0,0.0
23 DEZ 2020,10-19,388.0,0.0
23 DEZ 2020,20-29,609.0,0.0
23 DEZ 2020,30-39,640.0,0.0
23 DEZ 2020,40-49,771.0,0.0
23 DEZ 2020,50-59,698.0,2.0
23 DEZ 2020,60-69,463.0,3.0
23 DEZ 2020,70-79,337.0,22.0
23 DEZ 2020,80+,441.0,62.0
24 DEZ 2020,0-9,259.0,0.0
24 DEZ 2020,10-19,373.0,0.0
24 DEZ 2020,20-29,608.0,0.0
24 DEZ 2020,30-39,585.0,0.0
24 DEZ 2020,40-49,713.0,1.0
24 DEZ 2020,50-59,634.0,1.0
24 DEZ 2020,60-69,483.0,6.0
24 DEZ 2020,70-79,335.0,15.0
24 DEZ 2020,80+,387.0,47.0
25 DEZ 2020,0-9,266.0,0.0
25 DEZ 2020,10-19,359.0,0.0
25 DEZ 2020,20-29,536.0,0.0
25 DEZ 2020,30-39,591.0,0.0
25 DEZ 2020,40-49,713.0,0.0
25 DEZ 2020,50-59,607.0,4.0
25 DEZ 2020,60-69,420.0,5.0
25 DEZ 2020,70-79,302.0,11.0
25 DEZ 2020,80+,352.0,45.0
26 DEZ 2020,0-9,60.0,0.0
26 DEZ 2020,10-19,113.0,0.0
26 DEZ 2020,20-29,174.0,0.0
26 DEZ 2020,30-39,153.0,0.0
26 DEZ 2020,40-49,200.0,0.0
26 DEZ 2020,50-59,186.0,2.0
26 DEZ 2020,60-69,143.0,6.0
26 DEZ 2020,70-79,84.0,13.0
26 DEZ 2020,80+,101.0,57.0
27 DEZ 2020,0-9,90.0,0.0
27 DEZ 2020,10-19,129.0,0.0
27 DEZ 2020,20-29,204.0,0.0
27 DEZ 2020,30-39,222.0,0.0
27 DEZ 2020,40-49,290.0,0.0
27 DEZ 2020,50-59,246.0,0.0
27 DEZ 2020,60-69,169.0,6.0
27 DEZ 2020,70-79,109.0,18.0
27 DEZ 2020,80+,118.0,39.0
28 DEZ 2020,0-9,96.0,0.0
28 DEZ 2020,10-19,194.0,0.0
28 DEZ 2020,20-29,305.0,0.0
28 DEZ 2020,30-39,288.0,0.0
28 DEZ 2020,40-49,354.0,0.0
28 DEZ 2020,50-59,319.0,2.0
28 DEZ 2020,60-69,211.0,5.0
28 DEZ 2020,70-79,163.0,9.0
28 DEZ 2020,80+,162.0,42.0
29 DEZ 2020,0-9,156.0,0.0
29 DEZ 2020,10-19,254.0,0.0
29 DEZ 2020,20-29,532.0,1.0
29 DEZ 2020,30-39,498.0,0.0
29 DEZ 2020,40-49,576.0,0.0
29 DEZ 2020,50-59,523.0,3.0
29 DEZ 2020,60-69,383.0,6.0
29 DEZ 2020,70-79,228.0,19.0
29 DEZ 2020,80+,186.0,45.0
30 DEZ 2020,0-9,295.0,0.0
30 DEZ 2020,10-19,570.0,0.0
30 DEZ 2020,20-29,881.0,0.0
30 DEZ 2020,30-39,952.0,0.0
30 DEZ 2020,40-49,1028.0,0.0
30 DEZ 2020,50-59,495.0,1.0
30 DEZ 2020,60-69,574.0,5.0
30 DEZ 2020,70-79,376.0,13.0
30 DEZ 2020,80+,423.0,60.0
31 DEZ 2020,0-9,388.0,0.0
31 DEZ 2020,10-19,699.0,0.0
31 DEZ 2020,20-29,1152.0,0.0
31 DEZ 2020,30-39,1116.0,1.0
31 DEZ 2020,40-49,1271.0,1.0
31 DEZ 2020,50-59,1567.0,4.0
31 DEZ 2020,60-69,711.0,6.0
31 DEZ 2020,70-79,493.0,14.0
31 DEZ 2020,80+,678.0,50.0
01 JAN 2021,0-9,356.0,0.0
01 JAN 2021,10-19,657.0,0.0
01 JAN 2021,20-29,1018.0,0.0
01 JAN 2021,30-39,1056.0,0.0
01 JAN 2021,40-49,1059.0,0.0
01 JAN 2021,50-59,1062.0,1.0
01 JAN 2021,60-69,707.0,8.0
01 JAN 2021,70-79,453.0,16.0
01 JAN 2021,80+,581.0,41.0
02 JAN 2021,0-9,171.0,0.0
02 JAN 2021,10-19,262.0,0.0
02 JAN 2021,20-29,498.0,0.0
02 JAN 2021,30-39,519.0,0.0
02 JAN 2021,40-49,502.0,1.0
02 JAN 2021,50-59,449.0,3.0
02 JAN 2021,60-69,344.0,6.0
02 JAN 2021,70-79,246.0,15.0
02 JAN 2021,80+,251.0,48.0
03 JAN 2021,0-9,171.0,0.0
03 JAN 2021,10-19,267.0,0.0
03 JAN 2021,20-29,472.0,0.0
03 JAN 2021,30-39,454.0,1.0
03 JAN 2021,40-49,539.0,1.0
03 JAN 2021,50-59,533.0,2.0
03 JAN 2021,60-69,346.0,7.0
03 JAN 2021,70-79,267.0,18.0
03 JAN 2021,80+,334.0,44.0
04 JAN 2021,0-9,218.0,0.0
04 JAN 2021,10-19,369.0,0.0
04 JAN 2021,20-29,584.0,0.0
04 JAN 2021,30-39,622.0,0.0
04 JAN 2021,40-49,725.0,1.0
04 JAN 2021,50-59,648.0,4.0
04 JAN 2021,60-69,453.0,8.0
04 JAN 2021,70-79,324.0,12.0
04 JAN 2021,80+,422.0,53.0
05 JAN 2021,0-9,200.0,0.0
05 JAN 2021,10-19,412.0,0.0
05 JAN 2021,20-29,727.0,0.0
05 JAN 2021,30-39,757.0,1.0
05 JAN 2021,40-49,876.0,0.0
05 JAN 2021,50-59,720.0,4.0
05 JAN 2021,60-69,509.0,14.0
05 JAN 2021,70-79,354.0,12.0
05 JAN 2021,80+,398.0,59.0
06 JAN 2021,0-9,487.0,0.0
06 JAN 2021,10-19,987.0,0.0
06 JAN 2021,20-29,1586.0,0.0
06 JAN 2021,30-39,1516.0,0.0
06 JAN 2021,40-49,1616.0,0.0
06 JAN 2021,50-59,1468.0,1.0
06 JAN 2021,60-69,984.0,10.0
06 JAN 2021,70-79,610.0,23.0
06 JAN 2021,80+,771.0,57.0
07 JAN 2021,0-9,472.0,0.0
07 JAN 2021,10-19,998.0,0.0
07 JAN 2021,20-29,1527.0,0.0
07 JAN 2021,30-39,1455.0,0.0
07 JAN 2021,40-49,1619.0,1.0
07 JAN 2021,50-59,1432.0,2.0
07 JAN 2021,60-69,958.0,5.0
07 JAN 2021,70-79,623.0,25.0
07 JAN 2021,80+,841.0,62.0
08 JAN 2021,0-9,515.0,0.0
08 JAN 2021,10-19,1013.0,0.0
08 JAN 2021,20-29,1633.0,0.0
08 JAN 2021,30-39,1491.0,0.0
08 JAN 2021,40-49,1595.0,5.0
08 JAN 2021,50-59,1474.0,4.0
08 JAN 2021,60-69,1036.0,6.0
08 JAN 2021,70-79,636.0,25.0
08 JAN 2021,80+,784.0,78.0
09 JAN 2021,0-9,455.0,0.0
09 JAN 2021,10-19,926.0,0.0
09 JAN 2021,20-29,1425.0,0.0
09 JAN 2021,30-39,1329.0,0.0
09 JAN 2021,40-49,1501.0,2.0
09 JAN 2021,50-59,1318.0,2.0
09 JAN 2021,60-69,992.0,12.0
09 JAN 2021,70-79,657.0,27.0
09 JAN 2021,80+,869.0,68.0
10 JAN 2021,0-9,430.0,0.0
10 JAN 2021,10-19,714.0,0.0
10 JAN 2021,20-29,1111.0,0.0
10 JAN 2021,30-39,1064.0,0.0
10 JAN 2021,40-49,1145.0,1.0
10 JAN 2021,50-59,1091.0,3.0
10 JAN 2021,60-69,779.0,6.0
10 JAN 2021,70-79,497.0,23.0
10 JAN 2021,80+,670.0,69.0
11 JAN 2021,0-9,304.0,0.0
11 JAN 2021,10-19,527.0,0.0
11 JAN 2021,20-29,840.0,0.0
11 JAN 2021,30-39,771.0,0.0
11 JAN 2021,40-49,885.0,1.0
11 JAN 2021,50-59,794.0,2.0
11 JAN 2021,60-69,588.0,14.0
11 JAN 2021,70-79,360.0,31.0
11 JAN 2021,80+,536.0,74.0
12 JAN 2021,0-9,326.0,0.0
12 JAN 2021,10-19,679.0,0.0
12 JAN 2021,20-29,1081.0,0.0
12 JAN 2021,30-39,1020.0,0.0
12 JAN 2021,40-49,1144.0,1.0
12 JAN 2021,50-59,1066.0,4.0
12 JAN 2021,60-69,847.0,17.0
12 JAN 2021,70-79,543.0,25.0
12 JAN 2021,80+,550.0,108.0
13 JAN 2021,0-9,598.0,0.0
13 JAN 2021,10-19,1000.0,0.0
13 JAN 2021,20-29,1489.0,0.0
13 JAN 2021,30-39,1557.0,1.0
13 JAN 2021,40-49,1739.0,2.0
13 JAN 2021,50-59,1570.0,5.0
13 JAN 2021,60-69,1120.0,12.0
13 JAN 2021,70-79,673.0,21.0
13 JAN 2021,80+,810.0,115.0
14 JAN 2021,0-9,642.0,0.0
14 JAN 2021,10-19,999.0,0.0
14 JAN 2021,20-29,1460.0,0.0
14 JAN 2021,30-39,1449.0,0.0
14 JAN 2021,40-49,1799.0,4.0
14 JAN 2021,50-59,1563.0,3.0
14 JAN 2021,60-69,1080.0,20.0
14 JAN 2021,70-79,732.0,34.0
14 JAN 2021,80+,972.0,87.0
15 JAN 2021,0-9,695.0,0.0
15 JAN 2021,10-19,1078.0,0.0
15 JAN 2021,20-29,1484.0,0.0
15 JAN 2021,30-39,1469.0,0.0
15 JAN 2021,40-49,1786.0,1.0
15 JAN 2021,50-59,1609.0,3.0
15 JAN 2021,60-69,981.0,13.0
15 JAN 2021,70-79,725.0,33.0
15 JAN 2021,80+,831.0,109.0
16 JAN 2021,0-9,681.0,0.0
16 JAN 2021,10-19,1178.0,0.0
16 JAN 2021,20-29,1483.0,0.0
16 JAN 2021,30-39,1481.0,1.0
16 JAN 2021,40-49,1844.0,1.0
16 JAN 2021,50-59,1635.0,5.0
16 JAN 2021,60-69,1028.0,16.0
16 JAN 2021,70-79,745.0,35.0
16 JAN 2021,80+,868.0,108.0
17 JAN 2021,0-9,687.0,0.0
17 JAN 2021,10-19,1135.0,0.0
17 JAN 2021,20-29,1320.0,0.0
17 JAN 2021,30-39,1365.0,1.0
17 JAN 2021,40-49,1753.0,0.0
17 JAN 2021,50-59,1403.0,3.0
17 JAN 2021,60-69,1074.0,9.0
17 JAN 2021,70-79,654.0,39.0
17 JAN 2021,80+,993.0,100.0
18 JAN 2021,0-9,446.0,0.0
18 JAN 2021,10-19,705.0,0.0
18 JAN 2021,20-29,898.0,1.0
18 JAN 2021,30-39,953.0,2.0
18 JAN 2021,40-49,1110.0,1.0
18 JAN 2021,50-59,935.0,3.0
18 JAN 2021,60-69,680.0,12.0
18 JAN 2021,70-79,435.0,22.0
18 JAN 2021,80+,540.0,126.0
19 JAN 2021,0-9,531.0,0.0
19 JAN 2021,10-19,892.0,0.0
19 JAN 2021,20-29,1299.0,0.0
19 JAN 2021,30-39,1457.0,2.0
19 JAN 2021,40-49,1807.0,0.0
19 JAN 2021,50-59,1587.0,7.0
19 JAN 2021,60-69,1106.0,16.0
19 JAN 2021,70-79,701.0,42.0
19 JAN 2021,80+,1072.0,151.0
20 JAN 2021,0-9,817.0,0.0
20 JAN 2021,10-19,1448.0,0.0
20 JAN 2021,20-29,1809.0,1.0
20 JAN 2021,30-39,2131.0,1.0
20 JAN 2021,40-49,2553.0,3.0
20 JAN 2021,50-59,2161.0,5.0
20 JAN 2021,60-69,1428.0,17.0
20 JAN 2021,70-79,990.0,45.0
20 JAN 2021,80+,1309.0,147.0
21 JAN 2021,0-9,874.0,0.0
21 JAN 2021,10-19,1459.0,0.0
21 JAN 2021,20-29,1668.0,0.0
21 JAN 2021,30-39,1851.0,1.0
21 JAN 2021,40-49,2392.0,1.0
21 JAN 2021,50-59,2054.0,8.0
21 JAN 2021,60-69,1342.0,19.0
21 JAN 2021,70-79,826.0,47.0
21 JAN 2021,80+,1073.0,145.0
22 JAN 2021,0-9,914.0,0.0
22 JAN 2021,10-19,1499.0,0.0
22 JAN 2021,20-29,1813.0,0.0
22 JAN 2021,30-39,1985.0,0.0
22 JAN 2021,40-49,2395.0,1.0
22 JAN 2021,50-59,2106.0,1.0
22 JAN 2021,60-69,1342.0,16.0
22 JAN 2021,70-79,865.0,53.0
22 JAN 2021,80+,1065.0,163.0
23 JAN 2021,0-9,957.0,0.0
23 JAN 2021,10-19,1619.0,0.0
23 JAN 2021,20-29,1922.0,0.0
23 JAN 2021,30-39,2152.0,0.0
23 JAN 2021,40-49,2666.0,1.0
23 JAN 2021,50-59,2363.0,8.0
23 JAN 2021,60-69,1560.0,29.0
23 JAN 2021,70-79,942.0,61.0
23 JAN 2021,80+,1152.0,175.0
24 JAN 2021,0-9,765.0,0.0
24 JAN 2021,10-19,1204.0,0.0
24 JAN 2021,20-29,1506.0,0.0
24 JAN 2021,30-39,1549.0,0.0
24 JAN 2021,40-49,2067.0,1.0
24 JAN 2021,50-59,1731.0,5.0
24 JAN 2021,60-69,1204.0,23.0
24 JAN 2021,70-79,715.0,61.0
24 JAN 2021,80+,977.0,185.0
25 JAN 2021,0-9,498.0,0.0
25 JAN 2021,10-19,701.0,0.0
25 JAN 2021,20-29,868.0,0.0
25 JAN 2021,30-39,947.0,0.0
25 JAN 2021,40-49,1162.0,1.0
25 JAN 2021,50-59,1010.0,5.0
25 JAN 2021,60-69,718.0,30.0
25 JAN 2021,70-79,486.0,50.0
25 JAN 2021,80+,532.0,166.0
26 JAN 2021,0-9,641.0,0.0
26 JAN 2021,10-19,975.0,0.0
26 JAN 2021,20-29,1363.0,0.0
26 JAN 2021,30-39,1502.0,1.0
26 JAN 2021,40-49,1907.0,3.0
26 JAN 2021,50-59,1649.0,11.0
26 JAN 2021,60-69,1143.0,22.0
26 JAN 2021,70-79,762.0,59.0
26 JAN 2021,80+,818.0,195.0
27 JAN 2021,0-9,907.0,0.0
27 JAN 2021,10-19,1465.0,0.0
27 JAN 2021,20-29,1799.0,0.0
27 JAN 2021,30-39,2062.0,0.0
27 JAN 2021,40-49,2720.0,5.0
27 JAN 2021,50-59,2383.0,3.0
27 JAN 2021,60-69,1597.0,17.0
27 JAN 2021,70-79,1034.0,77.0
27 JAN 2021,80+,1103.0,191.0
28 JAN 2021,0-9,1163.0,0.0
28 JAN 2021,10-19,1644.0,0.0
28 JAN 2021,20-29,2087.0,1.0
28 JAN 2021,30-39,2191.0,1.0
28 JAN 2021,40-49,2799.0,3.0
28 JAN 2021,50-59,2408.0,6.0
28 JAN 2021,60-69,1803.0,26.0
